,0,1,2,3,4,5,6,7,8,9,10,,
13325,13325,114,3:23:59,Grog,Dexterity Save,Unknown,Unknown,,,,Disregarded due to advantage,,
13326,13326,114,3:23:59,Grog,Dexterity Save,Unknown,Unknown,,55 Bludgeoning/Fire to Grog,,Against Meteor Swarm with advantage,,
13327,13327,114,3:25:07,Grog,Healing,12,,,,,Stone's Endurance,,
13328,13328,114,3:24:00,Pike,Dexterity Save,Unknown,Unknown,,72 Bludgeoning/Fire to Pike,,Against Meteor Swarm,,
13329,13329,114,3:23:56,Vex'ahlia,Dexterity Save,34,Unknown,,68 [36 (72/2) Bludgeoning + 32 (65/2) Fire] to Vex'ahlia,,Against Meteor Swarm with Bless,,
13330,13330,114,3:23:55,Vax'ildan,Dexterity Save,34,Unknown,,,,Against Meteor Swarm with Bless,,
13331,13331,114,3:23:54,Keyleth,Dexterity Save,Unknown,Unknown,,,,Disregarded due to advantage,,
13332,13332,114,3:23:54,Keyleth,Dexterity Save,20,Unknown,,137 (72 Bludgeoning + 65 Fire) to Keyleth,,Against Meteor Swarm with advantage with Bless,,
13333,13333,114,3:23:52,Percy,Dexterity Save,Unknown,Unknown,,,,Disregarded due to advantage,,
13334,13334,114,3:23:52,Percy,Dexterity Save,16,15,,137 (72 Bludgeoning + 65 Fire) to Percy,,Against Meteor Swarm with advantage,,
13335,13335,114,3:23:49,Scanlan,Dexterity Save,9,3,,137 (72 Bludgeoning + 65 Fire) to Scanlan,,Against Meteor Swarm,,
13336,13336,114,3:25:40,Vax'ildan,Healing,33,,,,,"Superior Healing Potion, Keyleth heals 33 points",,
13337,13337,114,3:26:06,Vax'ildan,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
13338,13338,114,3:26:06,Vax'ildan,Attack,Nat20,20,Y,,,Whisper Sneak Attack with advantage,,
13339,13339,114,3:26:18,Vax'ildan,Damage,69,,,69 to Vecna,,,,
13340,13340,114,3:27:17,Vax'ildan,Attack,27,Unknown,,,,Disregarded due to disadvantage with Bless,,
13341,13341,114,3:27:17,Vax'ildan,Attack,28,Unknown,,,,Whisper with advantage with Bless,,
13342,13342,114,3:27:26,Vax'ildan,Damage,20,,,20 to Vecna,,,,
13343,13343,114,3:34:13,Arkhan,Attack,20,12,,,,Javelin,,
13344,13344,114,3:35:20,Percy,Wisdom Save,Unknown,Unknown,,,,Disregarded due to advantage,,
13345,13345,114,3:35:20,Percy,Wisdom Save,Nat20,20,,,,Against Gloomstalker shriek with advantage,,
13346,13346,114,3:25:28,Scanlan,Wisdom Save,Unknown,Unknown,,,,Disregarded due to advantage,,
13347,13347,114,3:35:28,Scanlan,Wisdom Save,13,15,,,,Against Gloomstalker shriek with advantage,,
13348,13348,114,3:36:56,Grog,Athletics,Unknown,Unknown,,,,Disregarded due to advantage,,
13349,13349,114,3:36:56,Grog,Athletics,23,9,,,,With advantage,,
13350,13350,114,3:37:44,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
13351,13351,114,3:37:44,Grog,Attack,Nat20,20,Y,,,Sword of Kas Reckless,,
13352,13352,114,3:37:55,Grog,Damage,81,,,18 to Vecna,,,,
13353,13353,114,3:41:25,Keyleth,Attack,18,Unknown,,,,Planetar Sword with Bless,,
13354,13354,114,3:41:25,Keyleth,Bless,4,,,,,,,
13355,13355,114,3:41:49,Keyleth,Attack,Unknown,Unknown,,,,Planetar Sword with Bless,,
13356,13356,114,3:41:54,Keyleth,Damage,32,,,43 (15 Slashing + 28 Radiant) to Vecna,,,,
13357,13357,114,3:43:15,Vex'ahlia,Damage,10,,,10 Radiant to Vecna,,Blessing of the Dawnfather,,
13358,13358,114,3:43:55,Percy,Attack,21,8,,,,Sword with 1 point of Cabal's Ruin,,
13359,13359,114,3:44:04,Percy,Damage,14,,,14 (13 + 1 Lightning) to Gloomstalker,1,,,
13360,13360,114,3:44:55,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
13361,13361,114,3:44:55,Percy,Attack,25,10,,,,Animus Deadeye with 1 point of Cabal's Ruin,,
13362,13362,114,3:45:16,Percy,Damage,20,,,20 (16 Piercing + 2 Psychic + 2 Lightning) to Gloomstalker,1,,,
13363,13363,114,3:46:11,Percy,Attack,31,16,,,,Animus Piercing,,
13364,13364,114,3:46:29,Percy,Damage,13,,,13 (10 Piercing + 3 Psychic) to Skeleton,1,,,
13365,13365,114,3:46:41,Percy,Attack,22,7,,13 (10 Piercing + 3 Psychic) to Skeleton,1,,,
13366,13366,114,3:47:20,Percy,Attack,34,19,,13 (10 Piercing + 3 Psychic) to Skeleton,1,,,
13367,13367,114,3:48:00,Percy,Healing,Unknown,Unknown,,,,"Superior Healing Potion, Percy heals unknown points",,
13368,13368,114,3:50:00,Scanlan,Healing,33,,,,,"Superior Healing Potion, Scanlan heals 33 points",,
13369,13369,114,3:51:15,Pike,Healing,40,,,,,"Mass Cure Wounds, Pike, Scanlan, Percy, and Arkhan heal 40 points",,
13370,13370,114,3:53:36,Pike,Healing,Unknown,Unknown,,,,"Superior Healing Potion, Pike heals unknown points",,
13371,13371,114,3:54:10,Vex'ahlia,Constitution Save,17,15,,,,"Concentration, Hunter's Mark fades",,
13372,13372,114,3:56:00,Keyleth,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage,,
13373,13373,114,3:56:00,Keyleth,Constitution Save,23,18,,41 Necrotic to Keyleth,,Against Circle of Death (6th) with advantage (as Planetar),,
13374,13374,114,3:56:15,Vax'ildan,Constitution Save,Unkknown,Unknown,,,,Disregarded due to Luck,,
13375,13375,114,3:56:15,Vax'ildan,Constitution Save,Nat20=28,20,,10 (40/2/2) Necrotic to Vax'ildan,,Against Circle of Death (6th) with Luck,,
13376,13376,114,3:56:08,Grog,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage,,
13377,13377,114,3:56:08,Grog,Constitution Save,26,15,,20 (40/2) Necrotic to Grog,,Against Circle of Death (6th) with advantage,,
13378,13378,114,3:56:58,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
13379,13379,114,3:56:58,Grog,Attack,Unknown,Unknown,,,,Sword of Kas Reckless Attack of Opportunity,,
13380,13380,114,3:57:10,Grog,Damage,38,,,38 to Vecna,,,,
13381,13381,114,4:00:28,Grog,Strength,Unknown,Unknown,,,,Disregarded due to advantage,,
13382,13382,114,4:00:28,Grog,Strength,20,12,,,,With advantage,,
13383,13383,114,4:02:35,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
13384,13384,114,4:02:35,Grog,Attack,28,11,,,,Sword of Kas Reckless,,
13385,13385,114,4:02:43,Grog,Damage,32,,,32 to Vecna,,,,
13386,13386,114,4:03:12,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
13387,13387,114,4:03:12,Grog,Attack,33,16,,,,,,
13388,13388,114,4:03:22,Grog,Damage,38,,,38 to Vecna,,,,
13389,13389,114,4:03:38,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
13390,13390,114,4:03:38,Grog,Attack,Nat20,20,Y,,,Sword of Kas Reckless,,
13391,13391,114,4:03:50,Grog,Damage,68,,,68 to Vecna,,,,
13392,13392,114,4:06:30,Vex'ahlia,Constitution Save,23,Unknown,,32 (64/2) Necrotic to Vex'ahlia,,Against Finger of Death with Bless,,
13393,13393,114,4:06:52,Vax'ildan,Constitution Save,26,Unknown,,,,Concentration with Bless,,
13394,13394,114,4:08:28,Vex'ahlia,Attack,26,12,,,,Fenthras Sharpshooter Sneak Attack,,
13395,13395,114,4:08:28,Vex'ahlia,Bless,3,,,,,,,
13396,13396,114,4:08:45,Vex'ahlia,Damage,39,,,39 to Vecna,,,,
13397,13397,114,4:09:30,Vex'ahlia,Damage,13,,,13 Radiant to Vecna,,Blessing of the Dawnfather,,
13398,13398,114,4:09:42,Vex'ahlia,Attack,23,14,,,,Fenthras Sharpshooter,,
13399,13399,114,4:09:42,Vex'ahlia,Bless,1,,,,,,,
13400,13400,114,4:10:02,Vex'ahlia,Damage,18,,,18 to Vecna,,,,
13401,13401,114,4:10:38,Vax'ildan,Perception,28,14,,,,,,
13402,13402,114,4:13:38,Vax'ildan,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
13403,13403,114,4:13:38,Vax'ildan,Attack,28,,,,,Whisper Sneak Attack with advantage with Bless,,
13404,13404,114,4:13:38,Vax'ildan,Bless,1,,,,,,,
13405,13405,114,4:13:49,Vax'ildan,Damage,33,,,33 to Vecna,,,,
13406,13406,114,4:14:06,Vax'ildan,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
13407,13407,114,4:14:06,Vax'ildan,Attack,21,Unknown,,,,Dagger of Venom with advantage with Bless,,
13408,13408,114,4:14:25,Vax'ildan,Healing,Unknown,Unknown,,,,"Greater Healing Potion, Vax'ildan heals unknown points",,
13409,13409,114,4:17:04,Arkhan,Attack,23,9,,,,Fane-Eater Battleaxe with Divine Smite (1st),,
13410,13410,114,4:17:50,Arkhan,Damage,37,,,37 to Vecna,,,,
13411,13411,114,5:17:56,Arkhan,Attack,Nat20,20,Y,,,Fane-Eater Battleaxe with Divine Smite (1st),,
13412,13412,114,4:19:09,Arkhan,Damage,60,,,55 [50 + 5 (10/2) Necrotic) to Vecna,,,,
13413,13413,114,4:19:42,Arkhan,Attack,29,15,,,,Fane-Eater Battleaxe with Divine Smite (1st),,
13414,13414,114,4:20:12,Arkhan,Damage,43,,,43 to Vecna,,,,
13415,13415,114,4:23:24,Keyleth,Strength,10,3,,,,As Planetar,,
13416,13416,114,4:24:51,Percy,Attack,27,12,,,,Animus Piercing,,
13417,13417,114,4:25:00,Percy,Damage,20,,,20 (15 Piercing + 5 Psychic) to Skeleton,1,,,
13418,13418,114,4:25:06,Percy,Attack,18,3,,20 (15 Piercing + 5 Psychic) to Skeleton,1,Animus Piercing,,
13419,13419,114,4:25:59,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
13420,13420,114,4:25:59,Percy,Attack,Nat20,20,Y,,,Animus Deadeye Sharpshooter,,
13421,13421,114,4:26:22,Percy,Damage,34,,,34 (31 Piercing + 3 Psychic) to Vecna,,,,
13422,13422,114,4:26:39,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
13423,13423,114,4:26:39,Percy,Attack,29,19,Y,,,Animus Deadeye Sharpshooter,,
13424,13424,114,4:26:51,Percy,Damage,31,,,31 (26 Piercing + 5 Psychic) to Vecna,,,,
13425,13425,114,4:34:12,Scanlan,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage,,
13426,13426,114,4:34:12,Scanlan,Constitution Save,28,19,,24 (49/2) Necrotic to Scanlan,,Against Finger of Death,,
13427,13427,114,4:35:17,Vex'ahlia,Healing,Unknown,Unknown,,,,"Superior Healing Potion, Vex heals unknown points",,
13428,13428,114,4:36:28,Vex'ahlia,Healing,30,,,,,"Cure Wounds (4th), Scanlan heals 30 points",,
13429,13429,114,4:38:29,Scanlan,Wisdom Save,Unknown,Unknown,,,,Disregarded due to advantage,,
13430,13430,114,4:38:28,Scanlan,Wisdom Save,15,17,,,,"Against Polymorph with advantage, Scanlan is a fox",,
13431,13431,114,4:41:21,Vax'ildan,Attack,Nat20,20,Y,,,Flametongue Dagger,,
13432,13432,114,4:41:33,Vax'ildan,Damage,10,,,"8 to Fox!Scanlan, 2 to Scanlan",,Scanlan reverts to being a gnome,,
13433,13433,114,4:43:14,Scanlan,Charisma Save,Unknown,Unknown,,,,Disregarded due to advantage,,
13434,13434,114,4:43:14,Scanlan,Charisma Save,21,9,,,,"Against Banishment with advantage, Scanlan is banished",,
13435,13435,114,4:43:21,Grog,Charisma Save,12,11,,,,Disregarded due to advantage,,
13436,13436,114,4:43:21,Grog,Charisma Save,20,19,,,,"Against Banishment with advantage, Grog is banished",,
13437,13437,114,4:45:04,Arkhan,Attack,31,17,,,,Fane-Eater Battleaxe,,
13438,13438,114,4:45:25,Arkhan,Damage,30,,,30 to Vecna,,,,
13439,13439,114,4:45:41,Arkhan,Attack,27,13,,,,Fane-Eater Battleaxe,,
13440,13440,114,4:45:47,Arkhan,Damage,30,,,30 to Vecna,,,,
13441,13441,114,4:46:07,Arkhan,Attack,23,9,,,,Fane-Eater Battleaxe,,
13442,13442,114,4:46:16,Arkhan,Damage,25,,,25 to Vecna,,,,
13443,13443,114,4:48:19,Keyleth,Healing,42,,,,,"Healing Touch (Planetar), Scanlan heals 42 points",,
13444,13444,114,4:52:05,Pike,Divine Intervention,60,,,,,Fails,,
13445,13445,114,4:55:23,Percy,Attack,25,15,,,,Animus Sharpshooter,,
13446,13446,114,4:55:51,Percy,Damage,27,,,27 (26 Piercing + 1 Psychic) to Vecna,,,,
13447,13447,114,4:56:42,Grog,Attack,32,15,,,,Sword of Kas Reckless (advantage negated by aimed shot),,
13448,13448,114,4:57:05,Grog,Damage,33,,,33 to Vecna,,,,
13449,13449,114,4:57:40,Percy,Attack,Unknown,Unknown,,,,Animus,,
13450,13450,114,4:57:47,Percy,Damage,25,,,25 (24 Piercing + 1 Psychic) to Vecna,,,,
13451,13451,114,4:57:53,Percy,Attack,Unknown,Unknown,,,,Animus,,
13452,13452,114,4:58:45,Grog,Strength,Unknown,Unknown,,,,Disregarded due to advantage,,
13453,13453,114,4:58:45,Grog,Strength,33,Unknown,,,,With advantage and inspiration (trammel),,
13454,13454,114,5:00:10,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
13455,13455,114,5:00:10,Grog,Attack,35,18,,,,Sword of Kas Reckless,,
13456,13456,114,5:00:28,Grog,Damage,44,,,44 to Vecna,,,,
13457,13457,114,5:00:59,Scanlan,Intelligence,22,19,,,,,,
13458,13458,114,5:02:25,Vex'ahlia,Healing,22,,,,,"Cure Wounds (3rd), Scanlan heals 22 points",,
13459,13459,114,5:04:20,Vax'ildan,Athletics,22,20,,,,,,
13460,13460,114,5:05:33,Arkhan,Athletics,30,19,,,,,,
13461,13461,114,5:07:55,Keyleth,Athletics,23,16,,,,As Planetar,,
13462,13462,114,5:12:50,Scanlan,Charisma,Nat20,20,,,,Counterspell,,
13463,13463,114,5:15:00,Scanlan,Charisma Save,14,2,,,,Disregarded due to advantage,,
13464,13464,114,5:15:00,Scanlan,Charisma Save,30,18,,,,Against Banishment with advantage,,
13465,13465,114,5:16:42,Scanlan,Charisma Save,Unknown,Unknown,,,,Disregarded due to advantage,,
13466,13466,114,5:16:42,Scanlan,Charisma Save,18,6,,,,"Against Banishment with advantage, Scanlan is banished",,
13467,13467,114,5:16:42,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
13468,13468,114,5:16:42,Grog,Attack,25,11,,,,Titanstonke Knuckles Reckless,,
13469,13469,114,5:17:51,Grog,Damage,11,,,11 to Vecna,,,,
13470,13470,114,5:18:19,Grog,Attack,36,19,Y,,,Sword of Kas Reckless,,
13471,13471,114,5:18:19,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
13472,13472,114,5:19:01,Grog,Damage,58,,,58 to Vecna,,,,
13473,13473,114,5:20:38,Vex'ahlia,Healing,12,,,,,"Cure Wounds (3rd), Percy heals 12 Points",,
13474,13474,114,5:20:56,Vex'ahlia,Healing,15,,,,,"Greater Healing Potion, Vex'ahlia heals 15 points",,
13475,13475,114,5:30:07,Grog,Strength Save,Unknown,Unknown,,,,Disregarded due to advantage,,
13476,13476,114,5:30:07,Grog,Strength Save,22,8,,23 to Grog,,With advantage and Arkan's Aura of Protection (+4),,
13477,13477,114,5:30:13,Arkhan,Strength Save,17,12,,23 to Arkhan,,,,
13478,13478,115,0:18:41,Vex'ahlia,Acrobatics,30,13,,,,,,
13479,13479,115,0:18:42,Vax'ildan,Acrobatics,31,14,,,,,,
13480,13480,115,0:20:40,Grog,Perception,8,8,,,,,,
13481,13481,115,0:20:45,Keyleth,Perception,18,6,,,,,,
13482,13482,115,0:22:07,Keyleth,Dexterity Save,18,13,,,,,,
13483,13483,115,0:23:06,Keyleth,Healing,29,,,,,"Healing Touch (Planetar), Zahra and Kashaw heal 29 points",,
13484,13484,115,0:25:59,Scanlan,Perception,2,2,,,,,,
13485,13485,115,0:28:24,Grog,Perception,10,10,,,,,,
13486,13486,115,0:30:54,Grog,Acrobatics,14,12,,12 (24/2) Bludgeoning to Grog,,,,
13487,13487,115,0:36:50,Vex'ahlia,Other,4,4,,,,Raise Dead (Owlbear Feather),,
13488,13488,115,0:37:42,Vax'ildan,Other,18,18,,,,Raise Dead with Luck (Simon),,
13489,13489,115,0:37:42,Vax'ildan,Other,Unknown,Unknown,,,,Disregarded due to Luck,,
13490,13490,115,0:38:37,Zahra,Other,Unknown,Unknown,,,,Disregarded due to Luck,,
13491,13491,115,0:38:37,Zahra,Other,12,12,,,,Raise Dead (Prayer and moonstone),,
13492,13492,115,0:40:04,Vex'ahlia,Healing,Unknown,Unknown,,,,"Cure Wounds (3rd), Trinket heals unknown points",,
13493,13493,115,0:50:41,Scanlan,Attack,Nat20,20,,,,Pistol,,
13494,13494,115,0:51:32,Scanlan,Performance,28,10,,,,,,
13495,13495,115,0:53:39,Grog,Investigation,16,18,,,,With advantage,,
13496,13496,115,0:53:39,Grog,Investigation,Unknown,Unknown,,,,Disregarded due to advantage,,
13497,13497,115,0:55:21,Scanlan,Religion,Unknown,Unknown,,,,Disregarded due to advantage,,
13498,13498,115,0:55:21,Scanlan,Religion,Unknown,Unknown,,,,With advantage,,
13499,13499,115,1:00:26,Keyleth,Dexterity,14,12,,,,,,
13500,13500,115,1:01:36,Scanlan,Sleight of Hand,12,9,,,,,,
13501,13501,115,1:29:30,Percy,Wisdom Save,Unknown,Unknown,,,,Disregarded due to indomitable,,
13502,13502,115,1:29:30,Percy,Wisdom Save,22,19,,,,With Indomitable,,
13503,13503,115,2:12:02,Percy,Attack,24,12,,,,Manners,,
13504,13504,115,2:12:14,Scanlan,Strength,Unknown,Unknown,,,,,,
13505,13505,115,1:13:15,Percy,Investigation,Nat1,1,,,,,,
13506,13506,115,1:19:35,Grog,Wisdom Save,14,11,,,,,,
13507,13507,115,2:21:39,Pike,Strength,17,13,,,,,,
13508,13508,115,2:21:45,Grog,Strength,19,11,,,,,,
13509,13509,115,2:22:12,Pike,Strength,Unknown,Unknown,,,,Disregarded due to disadvantage,,
13510,13510,115,2:22:12,Pike,Strength,14,10,,,,With disadvantage,,
13511,13511,115,2:22:29,Grog,Strength,15,7,,,,,,
13512,13512,115,2:24:01,Grog,Wisdom Save,11,11,,,,,,
13513,13513,115,2:24:27,Grog,Wisdom Save,5,5,,,,,,
13514,13514,115,2:25:53,Pike,Wisdom,9,4,,,,,,
13515,13515,115,3:04:01,Scanlan,Arcana,15,9,,,,,,
13516,13516,115,3:27:00,Grog,Perception,17,17,,,,,,
13517,13517,115,3:28:00,Pike,Perception,Nat20,20,,,,,,
13518,13518,115,4:08:26,Grog,Persuasion,Nat20,20,,,,,,
13519,0,C2E001,0:35:40,Fjord,Perception,Nat20,20,,,,,,
13520,1,C2E001,0:39:22,Jester,Perception,22,19,,,,,,
13521,2,C2E001,0:39:30,Beau,Perception,19,16,,,,,,
13522,3,C2E001,0:43:04,Beau,Insight,13,8,,,,,,
13523,4,C2E001,0:50:37,Molly,Insight,16,11,,,,,,
13524,5,C2E001,0:51:00,Molly,Sleight of Hand,16,11,,,,,,
13525,6,C2E001,0:51:25,Nott,Perception,14,14,,,,,,
13526,7,C2E001,0:52:13,Molly,Sleight of Hand,19,14,,,,,,
13527,8,C2E001,0:53:09,Molly,Sleight of Hand,14,9,,,,,,
13528,9,C2E001,1:06:50,Nott,Sleight of Hand,20,12,,,,,,
13529,10,C2E001,1:06:57,Jester,Perception,Unknown,Unknown,,,,,,
13530,11,C2E001,1:07:34,Jester,Sleight of Hand,13,8,,,,,,
13531,12,C2E001,1:07:35,Nott,Perception,Unknown,Unknown,,,,,,
13532,13,C2E001,1:08:50,Nott,Other,Unknown,Unknown,,,,Crick Queen's Call,,
13533,14,C2E001,1:08:50,Nott,Other,Unknown,Unknown,,,,Crick Queen's Call,,
13534,15,C2E001,1:08:50,Nott,Other,Unknown,Unknown,,,,Crick Queen's Call,,
13535,16,C2E001,1:08:52,Jester,Other,5,,,,,Crick Queen's Call,,
13536,17,C2E001,1:08:52,Jester,Other,5,,,,,Crick Queen's Call,,
13537,18,C2E001,1:08:52,Jester,Other,5,,,,,Crick Queen's Call,,
13538,19,C2E001,1:09:11,Nott,Acrobatics,24,18,,,,,,
13539,20,C2E001,1:09:13,Beau,Athletics,14,10,,,,,,
13540,21,C2E001,1:15:43,Fjord,Insight,13,15,,,,,,
13541,22,C2E001,1:15:53,Nott,Deception,11,14,,,,,,
13542,23,C2E001,1:20:25,Nott,Constitution Save,12,10,,,,,,
13543,24,C2E001,1:21:23,Caleb,Investigation,12,6,,,,,,
13544,25,C2E001,1:24:17,Jester,Sleight of Hand,Nat20,20,,,,,,
13545,26,C2E001,1:55:10,Jester,Perception,8,5,,,,,,
13546,27,C2E001,1:55:16,Beau,Insight,Nat20,20,,,,,,
13547,28,C2E001,1:57:57,Yasha,Investigation,Unknown,Unknown,,,,Disregarded due to advantage,,
13548,29,C2E001,1:57:57,Yasha,Investigation,12,,,,,With advantage,,
13549,30,C2E001,1:58:37,Nott,Sleight of Hand,12,4,,,,,,
13550,31,C2E001,2:01:15,Fjord,Perception,11,11,,,,,,
13551,32,C2E001,2:24:32,Beau,Initiative,Nat1,1,,,,,,
13552,33,C2E001,2:25:23,Jester,Initiative,22,19,,,,,,
13553,34,C2E001,2:25:31,Molly,Initiative,10,7,,,,,,
13554,35,C2E001,2:25:33,Nott,Initiative,10,6,,,,,,
13555,36,C2E001,2:25:34,Fjord,Initiative,12,12,,,,,,
13556,37,C2E001,2:25:34,Yasha,Initiative,13,11,,,,,,
13557,38,C2E001,2:25:35,Caleb,Initiative,11,10,,,,,,
13558,39,C2E001,2:26:51,Jester,Spell Attack,16,11,,,,Guiding Bolt,,
13559,40,C2E001,2:27:04,Jester,Damage,18,,,18 to Creature 1,,,,
13560,41,C2E001,2:30:29,Fjord,Attack,Nat1,1,,,,Disregarded due to advantage,,
13561,42,C2E001,2:30:29,Fjord,Attack,18,12,,,,Falchion with advantage,,
13562,43,C2E001,2:30:42,Fjord,Damage,11,,,11 to Creature 1,,,,
13563,44,C2E001,2:31:17,Caleb,Spell Attack,17,11,,,,Chromatic Orb (Cold),,
13564,45,C2E001,2:31:44,Caleb,Damage,9,,,9 Cold to Creature 1,,,,
13565,46,C2E001,2:33:07,Nott,Performance,15,18,,,,,,
13566,47,C2E001,2:34:29,Beau,Athletics,7,3,,,,,,
13567,48,C2E001,2:35:08,Beau,Attack,20,14,,,,Unarmed Strike,,
13568,49,C2E001,2:35:18,Beau,Attack,15,9,,,,Unarmed Strike,,
13569,50,C2E001,2:35:25,Beau,Damage,11,,,11 to Creature 1,,,,
13570,51,C2E001,2:36:28,Caleb,Dexterity Save,17,16,,,,,,
13571,52,C2E001,2:36:28,Nott,Dexterity Save,15,9,,,,,,
13572,53,C2E001,2:39:04,Molly,Attack,21,16,,,,Sword,,
13573,54,C2E001,2:39:10,Molly,Damage,9,,,9 (8 + 1 Cold) to Creature 1,,,,
13574,55,C2E001,2:40:38,Jester,Damage,3,,,3 Necrotic to Creature 1,,Toll the Dead,,
13575,56,C2E001,2:43:23,Fjord,Attack,16,10,,,,Falchion AoO,,
13576,57,C2E001,2:43:30,Fjord,Damage,12,,,12 to Creature 2,,,,
13577,58,C2E001,2:45:29,Yasha,Attack,Unknown,Unknown,,,,Disreagrded due to advantage,,
13578,59,C2E001,2:45:29,Yasha,Attack,17,12,,,,Greatsword Reckless,,
13579,60,C2E001,2:45:50,Yasha,Damage,13,,,13 to Creature 1,1,,,
13580,61,C2E001,2:47:53,Fjord,Attack,21,15,,,,Falchion,,
13581,62,C2E001,2:47:58,Fjord,Damage,17,,,17 (12 + 5 Necrotic) to Creature 2,,,,
13582,63,C2E001,2:48:54,Caleb,Spell Attack,11,5,,,,Chromatic Orb (Acid),,
13583,64,C2E001,2:49:54,Nott,Attack,16,10,,,,Crossbow Sneak Attack,,
13584,65,C2E001,2:50:04,Nott,Damage,14,,,14 (10 + 4 SA) to Creature 2,,,,
13585,66,C2E001,2:51:15,Nott,Perception,9,9,,,,,,
13586,67,C2E001,2:51:58,Molly,Attack,12,7,,,,Sword,,
13587,68,C2E001,2:52:07,Molly,Attack,21,16,,,,Sword,,
13588,69,C2E001,2:52:16,Molly,Damage,4,,,4 to Creature 2,,,,
13589,70,C2E001,2:52:26,Molly,Damage,9,,,9 (6 + 3 Cold) to Creature 2,,,,
13590,71,C2E001,2:53:22,Beau,Attack,16,10,,,,Unarmed Strike,,
13591,72,C2E001,2:53:37,Beau,Damage,6,,,6 to Creature 2,,,,
13592,73,C2E001,2:54:20,Beau,Attack,25,19,,,,Unarmed Strike,,
13593,74,C2E001,2:54:21,Beau,Attack,24,18,,,,Unarmed Strike,,
13594,75,C2E001,2:54:30,Beau,Damage,13,,,13 to Creature 2,1,HDYWTDT,,
13595,76,C2E001,2:57:07,Jester,Healing,7,,,,,"Cure Wounds (1st), Beau heals 7 points",,
13596,77,C2E001,2:57:13,Jester,Healing,10,,,,,"Cure Wounds (1st), Molly heals 10 points",,
13597,78,C2E001,2:58:57,Jester,Deception,19,16,,,,,,
13598,79,C2E001,3;00:16,Jester,Investigation,14,13,,,,,,
13599,80,C2E001,3:02:19,Molly,Deception,8,6,,,,,,
13600,81,C2E001,3:02:38,Jester,Sleight of Hand,Nat1,1,,,,,,
13601,82,C2E001,3:03:39,Jester,Deception,16,13,,,,,,
13602,83,C2E001,3:08:55,Molly,Deception,Nat1,1,,,,,,
13603,84,C2E002,0:16:59,Beau,Stealth,17,11,,,,,,
13604,85,C2E002,0:18:05,Beau,Perception,21,18,,,,,,
13605,86,C2E002,0:20:05,Beau,Animal Handling,11,8,,,,,,
13606,87,C2E002,0:20:45,Beau,Stealth,19,13,,,,,,
13607,88,C2E002,0:21:36,Beau,Stealth,10,4,,,,,,
13608,89,C2E002,0:25:10,Beau,Athletics,10,8,,,,,,
13609,90,C2E002,0:31:12,Molly,Persuasion,Nat20,20,,,,,,
13610,91,C2E002,0:40:49,Fjord,Persuasion,16,12,,,,,,
13611,92,C2E002,0:42:40,Fjord,Deception,24,18,,,,,,
13612,93,C2E002,0:54:52,Beau,Insight,Nat20,20,,,,,,
13613,94,C2E002,1:02:01,Beau,Investigation,16,15,,,,,,
13614,95,C2E002,1:02:02,Molly,Investigation,16,16,,,,,,
13615,96,C2E002,1:06:14,Nott,Sleight of Hand,11,3,,,,,,
13616,97,C2E002,1:10:22,Beau,Perception,21,18,,,,,,
13617,98,C2E002,1:18:12,Jester,Medicine,17,12,,,,,,
13618,99,C2E002,1:25:42,Fjord,Insight,15,17,,,,,,
13619,100,C2E002,1:25:50,Molly,Deception,Unknown,Unknown,,,,,,
13620,101,C2E002,1:34:01,Jester,Dexterity,Unknown,Unknown,,,,Disregarded due to advantage,,
13621,102,C2E002,1:34:01,Jester,Dexterity,15,12,,,,With advantage,,
13622,103,C2E002,1:36:12,Molly,Dexterity,Unknown,Unknown,,,,Disregarded due to advantage,,
13623,104,C2E002,1:36:12,Molly,Dexterity,Nat20,20,,,,With advantage,,
13624,105,C2E002,1:40:13,Molly,Perception,14,11,,,,,,
13625,106,C2E002,1:41:09,Fjord,Performance,20,16,,,,,,
13626,107,C2E002,1:41:13,Beau,Performance,16,15,,,,,,
13627,108,C2E002,1:41:47,Molly,Performance,Nat20,20,,,,,,
13628,109,C2E002,1:45:05,Jester,Investigation,16,15,,,,,,
13629,110,C2E002,1:50:06,Jester,Deception,17,14,,,,,,
13630,111,C2E002,1:54:05,Jester,Investigation,12,11,,,,,,
