,Episode,Time,Character,Type of Roll,Total Value,Natural Value,Crit?,Damage Dealt,# Kills,Notes
4254,C2E038,00:14:14,Yasha,Stealth,Nat18,18,,,,With PWaT (rolled by Matt)
4255,C2E038,00:15:28,Nott,Perception,3,3,,,,
4256,C2E038,00:15:36,Caduceus,Perception,17,9,,,,
4257,C2E038,00:20:09,Nott,Investigation,13,7,,,,
4258,C2E038,00:20:11,Caduceus,Perception,27,19,,,,
4259,C2E038,00:22:20,Caduceus,Investigation,12,13,,,,
4260,C2E038,00:23:32,Nott,Investigation,13,7,,,,
4261,C2E038,00:23:46,Nott,Thieves' Tools,24,14,,,,
4262,C2E038,00:25:46,Nott,Dexterity Save,23,16,,,,
4263,C2E038,00:27:28,Nott,Perception,12,12,,,,
4264,C2E038,00:34:30,Beau,Perception,6,3,,,,
4265,C2E038,00:38:05,Fjord,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
4266,C2E038,00:38:05,Fjord,Stealth,21,11,,,,With PWaT and with advantage
4267,C2E038,00:38:07,Beau,Stealth,19,5,,,,With PWaT
4268,C2E038,00:38:08,Caleb,Stealth,29,18,,,,With PWaT
4269,C2E038,00:38:09,Nott,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
4270,C2E038,00:38:09,Nott,Stealth,29,9,,,,With PWaT and with advantage
4271,C2E038,00:38:10,Jester,Stealth,22,8,,,,With PWaT
4272,C2E038,00:38:10,Caduceus,Stealth,17,6,,,,With PWaT
4273,C2E038,00:40:28,Fjord,Constitution Save,20,15,,,,
4274,C2E038,00:40:30,Beau,Constitution Save,9,6,,,,
4275,C2E038,00:40:36,Caleb,Constitution Save,Nat20,20,Y,,,
4276,C2E038,00:40:38,Nott,Constitution Save,14,12,,,,
4277,C2E038,00:40:41,Jester,Constitution Save,12,10,,,,
4278,C2E038,00:40:43,Caduceus,Constitution Save,Nat20,20,Y,,,
4279,C2E038,00:45:45,Jester,Nature,Nat1,1,,,,
4280,C2E038,00:51:29,Jester,Persuasion,22,18,,,,
4281,C2E038,00:57:00,Caleb,Perception,16,13,,,,
4282,C2E038,01:03:19,Jester,Investigation,11,10,,,,
4283,C2E038,01:08:55,Caduceus,Perception,21,13,,,,
4284,C2E038,01:12:29,Caleb,Intelligence,12,7,,,,
4285,C2E038,01:14:18,Caduceus,Investigation,12,13,,,,
4286,C2E038,01:14:18,Jester,Investigation,Nat1,1,,,,
4287,C2E038,01:16:12,Caduceus,Strength Save,10,10,,,,
4288,C2E038,01:17:36,Caduceus,Constitution Save,15,13,,12 Poison to Caduceus,,Against Kamadan bite
4289,C2E038,01:20:29,Yasha,Initiative,9,7,,,,
4290,C2E038,01:20:42,Beau,Initiative,18,14,,,,
4291,C2E038,01:20:47,Caduceus,Initiative,17,16,,,,
4292,C2E038,01:20:54,Jester,Initiative,13,9,,,,
4293,C2E038,01:21:07,Fjord,Initiative,8,8,,,,
4294,C2E038,01:21:12,Nott,Initiative,8,4,,,,
4295,C2E038,01:21:18,Caleb,Initiative,4,3,,,,
4296,C2E038,01:22:22,Caduceus,Attack,13,10,,,,Swarm of Beetles Bite
4297,C2E038,01:23:29,Caduceus,Spell Attack,20,12,,,,Vampiric Touch
4298,C2E038,01:23:29,Caduceus,Damage,10,,,10 Necrotic to Kamadan 1,,Caduceus heals 5 points
4299,C2E038,01:25:21,Caduceus,Constitution Save,20,18,,,,Against Sleep Breath
4300,C2E038,01:25:24,Jester,Constitution Save,9,7,,,,Against Sleep Breath
4301,C2E038,01:27:05,Caduceus,Constitution Save,12,10,,13 Poison to Caduceus,,Against Kamadan Bite
4302,C2E038,01:29:19,Yasha,Attack,17,10,,,,Magician's Judge
4303,C2E038,01:29:40,Yasha,Damage,9,,,9 to Kamadan,,
4304,C2E038,01:29:50,Yasha,Attack,16,9,,,,Magician's Judge
4305,C2E038,01:29:59,Yasha,Damage,10,,,10 to Kamadan,,
4306,C2E038,01:30:40,Nott,Attack,12,4,,,,TTBB1000
4307,C2E038,01:30:59,Nott,Stealth,28,18,,,,With advantage
4308,C2E038,01:30:59,Nott,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
4309,C2E038,01:31:28,Fjord,Spell Attack,13,6,,,,Eldritch Blast
4310,C2E038,01:31:34,Fjord,Spell Attack,23,16,,,,Eldritch Blast
4311,C2E038,01:31:41,Fjord,Damage,11,,,11 to Kamadan,,
4312,C2E038,01:33:37,Beau,Acrobatics,25,18,,,,
4313,C2E038,01:33:54,Beau,Attack,12,5,,,,Unarmed Strike
4314,C2E038,01:34:06,Beau,Attack,22,15,,,,Unarmed Strike
4315,C2E038,01:34:14,Beau,Damage,5,,,5 to Kamadan,,
4316,C2E038,01:35:09,Beau,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4317,C2E038,01:35:09,Beau,Attack,24,17,,,,Unarmed Strike
4318,C2E038,01:35:13,Beau,Damage,9,,,9 to Kamadan,,
4319,C2E038,01:35:17,Beau,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4320,C2E038,01:35:17,Beau,Attack,Nat20,20,Y,,,Unarmed Strike
4321,C2E038,01:35:27,Beau,Damage,16,,,16 to Kamadan,,
4322,C2E038,01:36:30,Caduceus,Spell Attack,17,9,,,,Vampiric Touch
4323,C2E038,01:36:39,Caduceus,Damage,7,,,7 to Kamadan,,Caduceus heals 3 points
4324,C2E038,01:38:26,Fjord,Constitution Save,21,16,,,,Against Sleep Breath
4325,C2E038,01:38:29,Nott,Constitution Save,17,15,,,,Against Sleep Breath
4326,C2E038,01:38:31,Beau,Constitution Save,13,10,,,,Against Sleep Breath
4327,C2E038,01:38:59,Yasha,Attack,24,17,,,,Magician's Judge AoO
4328,C2E038,01:39:07,Yasha,Damage,14,,,14 to Kamadan,,
4329,C2E038,01:40:28,Yasha,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4330,C2E038,01:40:28,Yasha,Attack,Nat20,20,Y,,,Magician's Judge with advantage
4331,C2E038,01:40:45,Yasha,Damage,20,,,20 to Kamadan,1.0,HDYWTDT
4332,C2E038,01:41:28,Yasha,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4333,C2E038,01:41:28,Yasha,Attack,21,14,,,,Magician's Judge with advantage
4334,C2E038,01:41:36,Yasha,Damage,14,,,14 to Kamadan,,
4335,C2E038,01:42:12,Nott,Attack,21,13,,,,TTBB1000 SA with advantage
4336,C2E038,01:42:12,Nott,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4337,C2E038,01:42:31,Nott,Damage,15,,,15 to Kamadan,,
4338,C2E038,01:42:50,Nott,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4339,C2E038,01:42:50,Nott,Attack,26,18,,,,TTBB1000 with advantage
4340,C2E038,01:43:02,Nott,Damage,16,,,15 to Kamadan,0.5,HDYWTDT
4341,C2E038,01:43:28,Fjord,Spell Attack,14,7,,,,Eldritch Blast
4342,C2E038,01:43:39,Fjord,Spell Attack,14,7,,,,Eldritch Blast with advantage
4343,C2E038,01:43:39,Fjord,Spell Attack,Unknown,Unknown,,,,Disregarded due to advantage
4344,C2E038,01:43:53,Fjord,Damage,19,,,19 to Kamadan,0.5,HDYWTDT
4345,C2E038,01:44:51,Fjord,Perception,6,5,,,,
4346,C2E038,01:44:55,Beau,Perception,Nat3,3,,,,
4347,C2E038,01:44:59,Caduceus,Perception,13,5,,,,
4348,C2E038,01:45:50,Caleb,Deception,19,13,,,,
4349,C2E038,01:46:58,Caduceus,Healing,Unknown,Unknown,,,,"Cure Wounds, Caduceus heals unknown points"
4350,C2E038,01:47:06,Jester,Healing,Unknown,Unknown,,,,"Cure Wounds, Caduceus heals unknown points"
4351,C2E038,01:47:21,Caleb,Intelligence,20,15,,,,
4352,C2E038,01:52:56,Nott,Perception,12,12,,,,
4353,C2E038,01:52:57,Caleb,Perception,Nat1,1,,,,
4354,C2E038,01:56:51,Jester,Perception,20,16,,,,
4355,C2E038,02:04:37,Beau,Survival,9,6,,,,
4356,C2E038,02:08:58,Caleb,Stealth,Nat20,20,Y,,,With PWaT
4357,C2E038,02:09:00,Jester,Stealth,Nat20,20,,,,With PWaT
4358,C2E038,02:09:10,Nott,Stealth,24,4,,,,Disregarded due to advantage
4359,C2E038,02:09:10,Nott,Stealth,30,10,,,,With PWaT and with advantage
4360,C2E038,02:09:11,Caduceus,Stealth,15,4,,,,With PWaT
4361,C2E038,02:09:18,Fjord,Stealth,14,14,,,,With PWaT
4362,C2E038,02:09:20,Beau,Stealth,33,16,,,,With PWaT
4363,C2E038,02:09:38,Yasha,Stealth,Nat18,18,,,,With PWaT
4364,C2E038,02:12:01,Jester,Perception,8,4,,,,
4365,C2E038,02:13:27,Caduceus,Medicine,22,14,,,,
4366,C2E038,02:25:47,Jester,Perception,14,10,,,,
4367,C2E038,02:29:25,Jester,Disguise Kit,8,Unknown,,,,Prof+Dex
4368,C2E038,02:29:40,Jester,Disguise Kit,17,10,,,,Prof+Dex
4369,C2E038,02:30:15,Jester,Disguise Kit,Nat1,1,,,,Prof+Dex
4370,C2E038,02:32:39,Nott,Perception,18,18,,,,
4371,C2E038,02:36:44,Fjord,Stealth,21,11,,,,With PWaT
4372,C2E038,02:36:49,Beau,Stealth,20,3,,,,With PWaT
4373,C2E038,02:36:51,Caleb,Stealth,25,14,,,,With PWaT
4374,C2E038,02:36:57,Nott,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
4375,C2E038,02:36:57,Nott,Stealth,38,18,,,,With PWaT and with advantage
4376,C2E038,02:25:02,Jester,Stealth,Nat1,1,,,,With PWaT
4377,C2E038,02:37:07,Caduceus,Stealth,26,15,,,,With PWaT
4378,C2E038,02:37:14,Yasha,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
4379,C2E038,02:37:14,Yasha,Stealth,Nat15,15,,,,With PWaT and with advantage
4380,C2E038,02:41:20,Jester,Deception,Nat20,20,Y,,,
4381,C2E038,02:41:28,Yasha,Deception,Unknown,Unknown,,,,
4382,C2E038,02:43:14,Fjord,Perception,7,6,,,,
4383,C2E038,02:45:16,Jester,Deception,22,18,,,,
4384,C2E038,02:45:19,Yasha,Deception,Unknown,Unknown,,,,
4385,C2E038,02:47:22,Fjord,Perception,20,19,,,,
4386,C2E038,02:48:27,Caduceus,Perception,11,3,,,,
4387,C2E038,02:49:18,Fjord,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4388,C2E038,02:49:18,Fjord,Attack,16,8,,,,Falchion with advantage
4389,C2E038,02:49:30,Fjord,Attack,23,15,,,,Falchion with advantage
4390,C2E038,02:49:30,Fjord,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4391,C2E038,02:49:37,Fjord,Damage,29,,,29 to Yuan-Ti 1,1.0,
4392,C2E038,02:50:22,Caleb,Spell Attack,17,9,,,,Fire Bolt
4393,C2E038,02:50:41,Nott,Attack,22,14,,,,TTBB1000
4394,C2E038,02:50:43,Beau,Attack,24,17,,,,Unarmed Strike
4395,C2E038,02:50:57,Beau,Damage,6,,,6 to Yuan-Ti 2,,
4396,C2E038,02:51:02,Nott,Damage,17,,,17 to Yuan-Ti 2,,
4397,C2E038,02:51:10,Caleb,Damage,19,,,19 Fire to Yuan-Ti 2,1.0,
4398,C2E038,02:52:07,Beau,Attack,15,8,,,,Unarmed Strike
4399,C2E038,03:13:48,Jester,Deception,9,5,,,,
4400,C2E038,02:56:40,Jester,Acrobatics,Nat1,1,,,,
4401,C2E038,02:57:20,Jester,Acrobatics,7,3,,,,
4402,C2E038,02:57:54,Fjord,Attack,17,9,,,,Falchion
4403,C2E038,02:58:04,Fjord,Damage,14,,,14 to Guard,,
4404,C2E038,02:59:22,Fjord,Stealth,13,13,,,,
4405,C2E038,02:59:22,Beau,Stealth,22,15,,,,
4406,C2E038,02:59:22,Caleb,Stealth,7,6,,,,
4407,C2E038,02:59:22,Nott,Stealth,20,10,,,,With advantage
4408,C2E038,02:59:22,Nott,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
4409,C2E038,02:59:22,Jester,Stealth,12,8,,,,
4410,C2E038,02:59:22,Caduceus,Stealth,17,6,,,,
4411,C2E038,02:59:22,Yasha,Stealth,10,8,,,,
4412,C2E038,03:00:50,Fjord,Athletics,17,14,,,,
4413,C2E038,03:01:13,Caleb,Spell Attack,22,14,,,,Fire Bolt with disadvantage
4414,C2E038,03:01:13,Caleb,Spell Attack,23,15,,,,Disregarded due to disadvantage
4415,C2E038,03:01:33,Caleb,Damage,5,,,5 to Broodguard,1.0,
4416,C2E038,03:02:14,Beau,Perception,15,12,,,,
4417,C2E038,03:03:34,Fjord,Stealth,12,12,,,,
4418,C2E038,03:03:34,Yasha,Stealth,Nat18,18,,,,
4419,C2E038,03:03:34,Beau,Stealth,12,5,,,,
4420,C2E038,03:03:34,Caleb,Stealth,11,3,,,,
4421,C2E038,03:03:34,Nott,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
4422,C2E038,03:03:34,Nott,Stealth,20,10,,,,With advantage
4423,C2E038,03:03:34,Jester,Stealth,19,15,,,,
4424,C2E038,03:03:34,Caduceus,Stealth,17,6,,,,
4425,C2E038,03:06:36,Caleb,Arcana,Nat1,1,,,,
4426,C2E038,03:06:40,Caduceus,Religion,12,13,,,,
4427,C2E038,03:07:11,Nott,Investigation,18,9,,,,
4428,C2E038,03:07:23,Nott,Thieves' Tools,28,18,,,,
4429,C2E038,03:08:43,Caduceus,Insight,25,17,,,,
4430,C2E038,03:08:43,Beau,Insight,9,2,,,,
4431,C2E038,03:10:27,Nott,Investigation,11,2,,,,
4432,C2E039,00:12:56,Beau,Initiative,22,18,,,,
4433,C2E039,00:13:04,Yasha,Initiative,21,19,,,,
4434,C2E039,00:13:14,Fjord,Initiative,16,16,,,,
4435,C2E039,00:13:21,Nott,Initiative,14,9,,,,
4436,C2E039,00:13:35,Jester,Initiative,7,3,,,,
4437,C2E039,00:13:37,Caleb,Initiative,6,5,,,,
4438,C2E039,00:13:37,Caduceus,Initiative,6,5,,,,
4439,C2E039,00:15:49,Beau,Attack,15,8,,,,Unarmed Strike 
4440,C2E039,00:15:57,Beau,Damage,9,,,9 to PB 2,,
4441,C2E039,00:16:20,Beau,Attack,13,6,,,,Unarmed Strike 
4442,C2E039,00:16:27,Beau,Damage,8,,,8 to PB 1,,
4443,C2E039,00:17:03,Beau,Attack,15,8,,,,Unarmed Strike 
4444,C2E039,00:17:06,Beau,Damage,10,,,10 to PB 1,,
4445,C2E039,00:17:14,Beau,Attack,23,16,,,,Unarmed Strike 
4446,C2E039,00:17:17,Beau,Damage,10,,,10 to PB 2,,
4447,C2E039,00:18:48,Yasha,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4448,C2E039,00:18:48,Yasha,Attack,18,11,,,,Magician's Judge with advantage
4449,C2E039,00:19:00,Yasha,Damage,17,,,17 to PB 1,,
4450,C2E039,00:19:17,Yasha,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4451,C2E039,00:19:17,Yasha,Attack,Nat20,20,Y,,,Magician's Judge with advantage
4452,C2E039,00:19:30,Yasha,Damage,17,,,17 to PB 1,1.0,
4453,C2E039,00:21:03,Beau,Wisdom Save,18,15,,,,
4454,C2E039,00:21:44,Yasha,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4455,C2E039,00:21:44,Yasha,Attack,18,11,,,,Magician's Judge Sentinel with advantage
4456,C2E039,00:21:53,Yasha,Damage,15,,,15 to PB 3,,
4457,C2E039,00:26:13,Fjord,Spell Attack,16,9,,,,Eldritch Blast 
4458,C2E039,00:26:16,Fjord,Spell Attack,15,8,,,,Eldritch Blast 
4459,C2E039,00:26:30,Fjord,Damage,12,,,12 to MW,,
4460,C2E039,00:27:26,Nott,Attack,22,14,,,,TTBB1000 Burning Bolt SA 
4461,C2E039,00:27:40,Nott,Damage,34,,,34 to MW,,
4462,C2E039,00:29:16,Nott,Stealth,23,13,,,,With advantage
4463,C2E039,00:29:26,Nott,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
4464,C2E039,00:33:07,Caleb,Spell Attack,21,13,,,,Witch Bolt (3rd) 
4465,C2E039,00:33:28,Caleb,Damage,25,,,25 to MW,,
4466,C2E039,00:36:29,Caduceus,Healing,8,,,,,"Healing Word, Beau heals 8 points"
4467,C2E039,00:37:31,Beau,Attack,21,14,,,,Unarmed Strike 
4468,C2E039,00:37:36,Beau,Damage,8,,,8 to MW,,
4469,C2E039,00:37:15,Beau,Attack,11,4,,,,Unarmed Strike 
4470,C2E039,00:39:41,Yasha,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4471,C2E039,00:39:41,Yasha,Attack,22,15,,,,Magician's Judge 
4472,C2E039,00:39:52,Yasha,Damage,16,,,31 to MW,,
4473,C2E039,00:43:31,Fjord,Intimidation,18,11,,,,
4474,C2E039,00:46:03,Caduceus,Perception,20,12,,,,
4475,C2E039,00:46:33,Caduceus,Religion,21,19,,,,
4476,C2E039,00:45:50,Fjord,Persuasion,19,15,,,,
4477,C2E039,00:49:51,Caduceus,Dexterity,8,7,,,,
4478,C2E039,00:51:05,Nott,Investigation,19,13,,,,
4479,C2E039,00:52:52,Caleb,Arcana,13,5,,,,
4480,C2E039,00:54:17,Fjord,Perception,16,15,,,,
4481,C2E039,00:55:16,Caduceus,Medicine,21,13,,,,
4482,C2E039,00:56:05,Nott,Investigation,11,5,,,,
4483,C2E039,00:57:07,Jester,Nature,15,14,,,,
4484,C2E039,00:57:35,Caduceus,Perception,10,2,,,,
4485,C2E039,01:00:24,Beau,Healing,22,,,,,Hit Dice
4486,C2E039,01:02:01,Jester,Perception,20,16,,,,
4487,C2E039,01:02:29,Fjord,Investigation,Nat20,20,,,,
4488,C2E039,01:04:04,Nott,Healing,Unknown,Unknown,,,,Hit Dice
4489,C2E039,01:05:31,Caleb,Healing,Unknown,Unknown,,,,Hit Dice
4490,C2E039,01:07:26,Caduceus,Investigation,8,9,,,,
4491,C2E039,01:09:37,Jester,Medicine,24,17,,,,
4492,C2E039,01:12:57,Nott,Perception,10,10,,,,
4493,C2E039,01:22:58,Frumpkin,Perception,Unknown,Unknown,,,,Disregarded due to advantage
4494,C2E039,01:22:58,Frumpkin,Perception,8,5,,,,With advantage
4495,C2E039,01:24:57,Nott,Acrobatics,26,19,,,,
4496,C2E039,01:25:30,Nott,Investigation,17,11,,,,
4497,C2E039,01:27:09,Jester,Acrobatics,18,14,,,,
4498,C2E039,01:27:38,Beau,Acrobatics,14,7,,,,
4499,C2E039,01:28:05,Caduceus,Athletics,10,10,,,,
4500,C2E039,01:30:01,Nott,Perception,Unknown,Unknown,,,,Disregarded due to disadvantage
4501,C2E039,01:30:01,Nott,Perception,6,6,,,,With disadvantage
4502,C2E039,01:31:50,Caleb,Intelligence,Nat20,20,,,,
4503,C2E039,01:32:21,Jester,Perception,6,2,,,,
4504,C2E039,01:36:50,Caleb,Investigation,18,10,,,,
4505,C2E039,01:40:08,Nott,Perception,7,7,,,,
4506,C2E039,01:40:34,Fjord,Survival,13,15,,,,
4507,C2E039,01:41:19,Nott,Intelligence,Unknown,Unknown,,,,Disregarded due to disadvantage
4508,C2E039,01:41:19,Nott,Intelligence,13,10,,,,With disadvantage
4509,C2E039,01:43:38,Caleb,Perception,16,13,,,,
4510,C2E039,01:43:38,Caleb,Perception,12,9,,,,
4511,C2E039,01:49:19,Yasha,Attack,21,14,,,,Magician's Judge 
4512,C2E039,01:49:20,Yasha,Attack,14,7,,,,Magician's Judge 
4513,C2E039,01:49:28,Yasha,Damage,9,,,9 to Vine 1,,
4514,C2E039,01:49:34,Yasha,Damage,12,,,12 to Vine 1,,
4515,C2E039,01:51:05,Beau,Athletics,9,4,,,,
4516,C2E039,01:51:54,Nott,Constitution Save,18,16,,,,
4517,C2E039,01:53:22,Caduceus,Damage,11,,,11 to Vine 1,,Sacred Flame
4518,C2E039,01:55:32,Jester,Damage,15,,,30 (15 to Vine 1 and Vine 2),,Spirit Guardians
4519,C2E039,01:56:10,Yasha,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4520,C2E039,01:56:10,Yasha,Attack,20,13,,,,Magician's Judge Reckless 
4521,C2E039,01:56:12,Yasha,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4522,C2E039,01:56:12,Yasha,Attack,23,16,,,,Magician's Judge Reckless 
4523,C2E039,01:56:21,Yasha,Damage,19,,,19 to Vine 1,,
4524,C2E039,01:56:32,Yasha,Damage,11,,,11 to Vine 1,,
4525,C2E039,01:57:31,Beau,Attack,22,15,,,,Staff 
4526,C2E039,01:57:41,Beau,Damage,10,,,10 to Vine 1,,
4527,C2E039,01:57:47,Beau,Attack,12,5,,,,Staff 
4528,C2E039,01:58:03,Beau,Attack,13,6,,,,Unarmed Strike 
4529,C2E039,01:58:10,Beau,Damage,8,,,8 to Vine 1,,
4530,C2E039,01:58:28,Beau,Strength Save,14,11,,,,
4531,C2E039,01:58:44,Jester,Strength Save,Unknown,Unknown,,,,Disregarded due to advantage
4532,C2E039,01:58:44,Jester,Strength Save,22,19,,,,With advantage
4533,C2E039,01:59:35,Nott,Death Save,16,16,,,,Nott succeeds 1 death save
4534,C2E039,02:00:38,Caduceus,Intimidation,Unknown,Unknown,,,,Disregarded due to advantage
4535,C2E039,02:00:38,Caduceus,Intimidation,8,5,,,,With advantage
4536,C2E039,02:01:45,Fjord,Strength Save,Nat16,16,,,,
4537,C2E039,02:02:07,Fjord,Attack,23,15,,,,Summer's Dance Falchion 
4538,C2E039,02:02:15,Fjord,Damage,5,,,5 to Vine 1,1.0,
4539,C2E039,02:02:50,Fjord,Attack,Nat9,9,,,,Summer's Dance Falchion 
4540,C2E039,02:03:35,Caleb,Spell Attack,25,17,,,,Fire Bolt 
4541,C2E039,02:03:55,Caleb,Damage,3,,,3 to Vine 2,,
4542,C2E039,02:04:15,Jester,Damage,14,,,14 to Vine 2,,Spiritual Guardians
4543,C2E039,02:05:50,Yasha,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4544,C2E039,02:05:50,Yasha,Attack,9,2,,,,Magician's Judge Reckless 
4545,C2E039,02:05:55,Yasha,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4546,C2E039,02:05:55,Yasha,Attack,Nat20,20,Y,,,Magician's Judge Reckless 
4547,C2E039,02:06:14,Yasha,Damage,26,,,26 to Vine 2,,
4548,C2E039,02:06:57,Jester,Damage,5,,,5 to Vine 2,1.0,Sacred Flame
4549,C2E039,02:08:16,Caduceus,Perception,20,12,,,,
4550,C2E039,02:12:57,Caduceus,Perception,15,7,,,,
4551,C2E039,02:14:40,Caduceus,Perception,14,6,,,,
4552,C2E039,02:15:30,Caduceus,Perception,19,11,,,,
4553,C2E039,02:16:36,Caduceus,Perception,22,14,,,,
4554,C2E039,02:17:00,Caduceus,Nature,Nat20,20,,,,
4555,C2E039,02:18:14,Beau,Investigation,Nat1,1,,,,
4556,C2E039,02:18:27,Jester,Strength,12,9,,,,
4557,C2E039,02:18:53,Caduceus,Investigation,13,14,,,,
4558,C2E039,02:19:50,Nott,Acrobatics,14,7,,,,
4559,C2E039,02:21:16,Nott,Investigation,28,19,,,,
4560,C2E039,02:25:17,Jester,Perception,13,9,,,,
4561,C2E039,02:28:21,Fjord,Stealth,Nat20,20,,,,
4562,C2E039,02:28:21,Caleb,Stealth,Nat20,20,,,,
4563,C2E039,02:28:32,Beau,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
4564,C2E039,02:28:32,Beau,Stealth,17,10,,,,With advantage
4565,C2E039,02:28:34,Nott,Stealth,20,10,,,,
4566,C2E039,02:28:35,Jester,Stealth,15,11,,,,
4567,C2E039,02:28:36,Caduceus,Stealth,5,4,,,,
4568,C2E039,02:28:40,Yasha,Stealth,Nat20,20,,,,
4569,C2E039,02:45:12,Jester,Perception,19,15,,,,
4570,C2E039,02:45:58,Jester,Spell Attack,Unknown,Unknown,,,,Disregarded due to advantage
4571,C2E039,02:45:58,Jester,Spell Attack,23,16,,,,Inflict Wounds (3rd) with advantage
4572,C2E039,02:45:58,Nott,Attack,20,12,,,,TTBB1000 SA
4573,C2E039,02:45:58,Nott,Attack,10,2,,,,Disregarded
4574,C2E039,02:47:01,Jester,Damage,38,,,38 to Abomination,,
4575,C2E039,02:47:01,Nott,Damage,21,,,21 to Abomination,,
4576,C2E039,02:48:40,Beau,Initiative,19,15,,,,
4577,C2E039,02:48:41,Nott,Initiative,18,14,,,,
4578,C2E039,02:48:42,Fjord,Initiative,15,15,,,,
4579,C2E039,02:48:46,Caleb,Initiative,14,13,,,,
4580,C2E039,02:49:08,Jester,Initiative,8,4,,,,
4581,C2E039,02:49:08,Caduceus,Initiative,8,7,,,,
4582,C2E039,02:49:13,Yasha,Initiative,8,6,,,,
4583,C2E039,02:50:47,Beau,Attack,18,11,,,,Throwing Star 
4584,C2E039,02:51:00,Beau,Attack,Nat13,13,,,,Throwing Star 
4585,C2E039,02:51:13,Beau,Damage,13,,,13 to Abomination,,
4586,C2E039,02:52:59,Nott,Attack,16,8,,,,TTBB1000 
4587,C2E039,02:53:15,Nott,Damage,11,,,11 to Abomination,,
4588,C2E039,02:53:34,Nott,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
4589,C2E039,02:53:34,Nott,Stealth,29,19,,,,With advantage
4590,C2E039,02:58:48,Caduceus,Healing,9,,,,,"Cure Wounds (1st), Jester heals 9 points"
4591,C2E039,03:00:38,Jester,Spell Attack,9,2,,,,Inflict Wounds (3rd) with advantage
4592,C2E039,03:00:38,Jester,Spell Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
4593,C2E039,03:03:29,Fjord,Damage,10,,,10 cold to Warden,,Hunger of Hadar damage
4594,C2E039,03:05:06,Fjord,Damage,9,,,9 acid to Warden,,Hunger of Hadar damage
4595,C2E039,03:06:08,Beau,Attack,14,7,,,,Unarmed Strike 
4596,C2E039,03:06:08,Beau,Attack,Unknown,Unknown,,,,Unarmed Strike 
4597,C2E039,03:06:38,Beau,Attack,Unknown,Unknown,,,,Unarmed Strike 
4598,C2E039,03:08:21,Nott,Attack,11,3,,,,Disregarded due to advantage
4599,C2E039,03:08:21,Nott,Attack,20,12,,,,TTBB1000 SA with advantage
4600,C2E039,03:09:06,Nott,Stealth,20,10,,,,
4601,C2E039,03:09:29,Fjord,Damage,11,,,11 cold to Abomination,,Hunger of Hadar damage
4602,C2E039,03:11:11,Fjord,Spell Attack,17,10,,,,Eldritch Blast 
4603,C2E039,03:11:26,Fjord,Spell Attack,Nat20,20,Y,,,Eldritch Blast 
4604,C2E039,03:11:31,Fjord,Damage,12,,,12 to Warden,,
4605,C2E039,03:11:41,Fjord,Damage,22,,,22 to Warden,,1 head pops off
4606,C2E039,03:12:29,Caleb,Spell Attack,Nat20,20,Y,,,Scorching Ray 
4607,C2E039,03:12:33,Caleb,Spell Attack,18,10,,,,Scorching Ray 
4608,C2E039,03:12:41,Caleb,Spell Attack,Unknown,Unknown,,,,Scorching Ray 
4609,C2E039,03:12:44,Caleb,Damage,16,,,16 to Warden,,
4610,C2E039,03:12:50,Caleb,Damage,10,,,10 to Warden,,
4611,C2E039,03:12:53,Caleb,Damage,9,,,9 to Warden,,1 head pops off (2 necks cauterized)
4612,C2E039,03:16:48,Jester,Spell Attack,16,9,,,,Guiding Bolt (1st) 
4613,C2E039,03:17:01,Jester,Damage,12,,,12 to Warden,,
4614,C2E039,03:18:06,Fjord,Damage,9,,,9 to Warden,,
4615,C2E039,03:20:16,Beau,Attack,21,14,,,,Unarmed Strike with advantage
4616,C2E039,03:20:16,Beau,Attack,Unknown,Unknown,,,,Disregarded due to advantage
4617,C2E039,03:20:16,Beau,Attack,20,13,,,,Unarmed Strike 
4618,C2E039,03:21:50,Beau,Attack,23,16,,,,Staff 
